ID                        | REAL | PRED | ACTIVACIÓN DE SECUENCIAS EXPERTAS (E0-E9)
0_42_34.wav               | 0    | 0    ✓ | E0:144  E1:19   E2:0    E3:12   E4:0    E5:0    E6:0    E7:0    E8:0    E9:37  
0_21_29.wav               | 0    | 0    ✓ | E0:143  E1:37   E2:0    E3:42   E4:0    E5:0    E6:1    E7:42   E8:0    E9:0   
0_36_19.wav               | 0    | 0    ✓ | E0:145  E1:0    E2:0    E3:0    E4:3    E5:0    E6:0    E7:2    E8:2    E9:0   
0_03_47.wav               | 0    | 0    ✓ | E0:116  E1:13   E2:0    E3:22   E4:0    E5:0    E6:0    E7:0    E8:0    E9:69  
0_43_47.wav               | 0    | 0    ✓ | E0:191  E1:0    E2:0    E3:2    E4:0    E5:0    E6:4    E7:88   E8:0    E9:0   
0_58_2.wav                | 0    | 0    ✓ | E0:250  E1:0    E2:0    E3:0    E4:7    E5:0    E6:0    E7:200  E8:0    E9:2   
0_42_45.wav               | 0    | 0    ✓ | E0:194  E1:57   E2:0    E3:0    E4:0    E5:0    E6:1    E7:16   E8:0    E9:0   
0_27_43.wav               | 0    | 0    ✓ | E0:195  E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:4    E8:0    E9:0   
0_52_6.wav                | 0    | 0    ✓ | E0:198  E1:0    E2:0    E3:0    E4:10   E5:0    E6:0    E7:4    E8:0    E9:0   
0_28_44.wav               | 0    | 0    ✓ | E0:197  E1:0    E2:0    E3:0    E4:56   E5:0    E6:1    E7:158  E8:0    E9:2   
0_59_24.wav               | 0    | 7    ✗ | E0:196  E1:0    E2:0    E3:0    E4:3    E5:1    E6:0    E7:204  E8:0    E9:0   
0_09_13.wav               | 0    | 7    ✗ | E0:149  E1:0    E2:0    E3:0    E4:0    E5:1    E6:8    E7:203  E8:0    E9:6   
0_51_32.wav               | 0    | 0    ✓ | E0:156  E1:0    E2:0    E3:0    E4:5    E5:0    E6:2    E7:13   E8:0    E9:6   
0_30_29.wav               | 0    | 1    ✗ | E0:50   E1:200  E2:1    E3:1    E4:0    E5:0    E6:1    E7:200  E8:0    E9:0   
0_40_9.wav                | 0    | 0    ✓ | E0:195  E1:2    E2:0    E3:3    E4:0    E5:0    E6:0    E7:6    E8:0    E9:0   
0_22_33.wav               | 0    | 1    ✗ | E0:95   E1:155  E2:0    E3:1    E4:0    E5:0    E6:1    E7:9    E8:1    E9:2   
0_60_18.wav               | 0    | 0    ✓ | E0:185  E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:152  E8:0    E9:4   
0_12_46.wav               | 0    | 0    ✓ | E0:196  E1:0    E2:0    E3:0    E4:5    E5:1    E6:0    E7:3    E8:0    E9:48  
0_46_31.wav               | 0    | 0    ✓ | E0:92   E1:0    E2:0    E3:54   E4:0    E5:0    E6:5    E7:0    E8:0    E9:0   
0_51_11.wav               | 0    | 0    ✓ | E0:200  E1:0    E2:0    E3:0    E4:6    E5:0    E6:2    E7:3    E8:0    E9:2   
0_19_7.wav                | 0    | 0    ✓ | E0:198  E1:0    E2:0    E3:2    E4:0    E5:0    E6:0    E7:0    E8:0    E9:0   
0_56_8.wav                | 0    | 9    ✗ | E0:148  E1:54   E2:0    E3:0    E4:0    E5:0    E6:0    E7:19   E8:0    E9:178 
0_50_0.wav                | 0    | 0    ✓ | E0:60   E1:0    E2:0    E3:0    E4:2    E5:0    E6:0    E7:0    E8:0    E9:0   
0_19_12.wav               | 0    | 0    ✓ | E0:197  E1:0    E2:0    E3:0    E4:1    E5:0    E6:0    E7:60   E8:0    E9:1   
0_14_6.wav                | 0    | 3    ✗ | E0:84   E1:13   E2:0    E3:98   E4:0    E5:0    E6:0    E7:61   E8:0    E9:0   
0_36_20.wav               | 0    | 0    ✓ | E0:250  E1:1    E2:0    E3:1    E4:0    E5:0    E6:3    E7:5    E8:0    E9:0   
0_38_1.wav                | 0    | 7    ✗ | E0:174  E1:0    E2:0    E3:0    E4:1    E5:0    E6:0    E7:201  E8:0    E9:0   
0_34_17.wav               | 0    | 0    ✓ | E0:197  E1:0    E2:0    E3:0    E4:0    E5:0    E6:2    E7:1    E8:0    E9:0   
0_01_3.wav                | 0    | 0    ✓ | E0:205  E1:1    E2:0    E3:0    E4:0    E5:0    E6:0    E7:201  E8:0    E9:0   
0_30_48.wav               | 0    | 1    ✗ | E0:113  E1:200  E2:0    E3:0    E4:0    E5:0    E6:0    E7:8    E8:0    E9:6   
0_08_34.wav               | 0    | 0    ✓ | E0:121  E1:14   E2:3    E3:8    E4:0    E5:0    E6:0    E7:2    E8:0    E9:0   
0_48_8.wav                | 0    | 0    ✓ | E0:250  E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:157  E8:0    E9:0   
0_13_11.wav               | 0    | 0    ✓ | E0:193  E1:62   E2:0    E3:0    E4:0    E5:0    E6:0    E7:10   E8:0    E9:0   
0_53_21.wav               | 0    | 0    ✓ | E0:180  E1:5    E2:1    E3:0    E4:0    E5:0    E6:0    E7:33   E8:0    E9:2   
0_04_3.wav                | 0    | 0    ✓ | E0:195  E1:0    E2:0    E3:2    E4:0    E5:0    E6:0    E7:0    E8:0    E9:5   
0_32_27.wav               | 0    | 0    ✓ | E0:200  E1:0    E2:0    E3:0    E4:3    E5:0    E6:0    E7:11   E8:0    E9:1   
0_30_14.wav               | 0    | 0    ✓ | E0:197  E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:0    E8:0    E9:3   
0_39_2.wav                | 0    | 0    ✓ | E0:200  E1:0    E2:0    E3:0    E4:0    E5:0    E6:4    E7:1    E8:0    E9:0   
0_47_15.wav               | 0    | 0    ✓ | E0:193  E1:0    E2:0    E3:0    E4:1    E5:0    E6:0    E7:57   E8:0    E9:0   
0_24_21.wav               | 0    | 0    ✓ | E0:196  E1:0    E2:0    E3:0    E4:3    E5:0    E6:1    E7:11   E8:0    E9:0   
0_51_3.wav                | 0    | 0    ✓ | E0:163  E1:0    E2:0    E3:0    E4:0    E5:0    E6:1    E7:0    E8:0    E9:3   
0_07_2.wav                | 0    | 6    ✗ | E0:0    E1:0    E2:0    E3:1    E4:0    E5:0    E6:2    E7:1    E8:1    E9:0   
0_43_9.wav                | 0    | 7    ✗ | E0:151  E1:0    E2:0    E3:1    E4:0    E5:0    E6:4    E7:194  E8:1    E9:0   
0_25_46.wav               | 0    | 0    ✓ | E0:190  E1:0    E2:0    E3:0    E4:2    E5:0    E6:0    E7:7    E8:0    E9:0   
0_05_38.wav               | 0    | 0    ✓ | E0:147  E1:0    E2:0    E3:1    E4:0    E5:0    E6:1    E7:0    E8:0    E9:0   
0_27_9.wav                | 0    | 0    ✓ | E0:196  E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:4    E8:0    E9:0   
0_46_23.wav               | 0    | 0    ✓ | E0:74   E1:1    E2:2    E3:48   E4:0    E5:0    E6:6    E7:10   E8:0    E9:0   
0_59_3.wav                | 0    | 0    ✓ | E0:231  E1:0    E2:0    E3:0    E4:2    E5:1    E6:0    E7:203  E8:1    E9:0   
0_07_24.wav               | 0    | 0    ✓ | E0:50   E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:0    E8:0    E9:0   
0_30_24.wav               | 0    | 0    ✓ | E0:200  E1:45   E2:0    E3:0    E4:0    E5:0    E6:4    E7:12   E8:0    E9:1   
0_08_31.wav               | 0    | 0    ✓ | E0:149  E1:51   E2:0    E3:4    E4:0    E5:0    E6:0    E7:1    E8:0    E9:48  
0_58_14.wav               | 0    | 0    ✓ | E0:202  E1:0    E2:0    E3:0    E4:1    E5:0    E6:0    E7:200  E8:0    E9:0   
0_51_20.wav               | 0    | 0    ✓ | E0:200  E1:0    E2:0    E3:0    E4:2    E5:0    E6:0    E7:5    E8:0    E9:0   
0_48_9.wav                | 0    | 0    ✓ | E0:249  E1:0    E2:0    E3:0    E4:3    E5:0    E6:0    E7:158  E8:0    E9:0   
0_20_19.wav               | 0    | 0    ✓ | E0:197  E1:0    E2:4    E3:0    E4:0    E5:0    E6:0    E7:0    E8:0    E9:0   
0_56_7.wav                | 0    | 1    ✗ | E0:94   E1:198  E2:0    E3:0    E4:0    E5:0    E6:0    E7:83   E8:0    E9:88  
0_32_41.wav               | 0    | 0    ✓ | E0:225  E1:0    E2:0    E3:0    E4:5    E5:0    E6:0    E7:30   E8:0    E9:1   
0_20_15.wav               | 0    | 0    ✓ | E0:196  E1:0    E2:0    E3:0    E4:3    E5:0    E6:0    E7:7    E8:0    E9:1   
0_36_36.wav               | 0    | 0    ✓ | E0:197  E1:0    E2:0    E3:0    E4:0    E5:0    E6:4    E7:11   E8:0    E9:0   
0_50_39.wav               | 0    | 8    ✗ | E0:46   E1:0    E2:0    E3:52   E4:0    E5:0    E6:0    E7:0    E8:197  E9:0   
0_31_35.wav               | 0    | 0    ✓ | E0:199  E1:0    E2:0    E3:0    E4:7    E5:0    E6:0    E7:0    E8:0    E9:0   
0_48_6.wav                | 0    | 0    ✓ | E0:239  E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:15   E8:0    E9:0   
0_26_27.wav               | 0    | 0    ✓ | E0:144  E1:0    E2:1    E3:0    E4:5    E5:0    E6:3    E7:1    E8:0    E9:0   
0_02_38.wav               | 0    | 0    ✓ | E0:200  E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:88   E8:0    E9:3   
0_36_2.wav                | 0    | 0    ✓ | E0:142  E1:29   E2:1    E3:0    E4:0    E5:0    E6:8    E7:1    E8:0    E9:0   
0_23_45.wav               | 0    | 0    ✓ | E0:173  E1:0    E2:5    E3:0    E4:79   E5:0    E6:7    E7:0    E8:0    E9:0   
0_12_11.wav               | 0    | 0    ✓ | E0:197  E1:0    E2:0    E3:0    E4:11   E5:0    E6:0    E7:4    E8:0    E9:0   
0_38_44.wav               | 0    | 7    ✗ | E0:151  E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:200  E8:1    E9:0   
0_26_26.wav               | 0    | 7    ✗ | E0:149  E1:5    E2:1    E3:0    E4:0    E5:0    E6:2    E7:200  E8:0    E9:0   
0_46_43.wav               | 0    | 0    ✓ | E0:172  E1:1    E2:0    E3:2    E4:0    E5:0    E6:2    E7:43   E8:0    E9:0   
0_03_20.wav               | 0    | 7    ✗ | E0:47   E1:155  E2:4    E3:49   E4:0    E5:0    E6:3    E7:199  E8:0    E9:0   
0_54_45.wav               | 0    | 0    ✓ | E0:124  E1:38   E2:3    E3:0    E4:0    E5:0    E6:0    E7:59   E8:0    E9:0   
0_14_29.wav               | 0    | 7    ✗ | E0:99   E1:11   E2:0    E3:77   E4:0    E5:0    E6:0    E7:200  E8:0    E9:0   
0_56_23.wav               | 0    | 0    ✓ | E0:193  E1:110  E2:0    E3:0    E4:0    E5:0    E6:0    E7:9    E8:0    E9:0   
0_54_3.wav                | 0    | 0    ✓ | E0:191  E1:147  E2:3    E3:1    E4:0    E5:0    E6:0    E7:11   E8:0    E9:0   
0_26_4.wav                | 0    | 0    ✓ | E0:196  E1:0    E2:0    E3:0    E4:3    E5:0    E6:1    E7:0    E8:0    E9:0   
0_18_17.wav               | 0    | 0    ✓ | E0:146  E1:84   E2:0    E3:3    E4:0    E5:0    E6:0    E7:4    E8:0    E9:55  
0_23_29.wav               | 0    | 0    ✓ | E0:150  E1:0    E2:0    E3:0    E4:100  E5:0    E6:0    E7:22   E8:0    E9:0   
0_45_49.wav               | 0    | 0    ✓ | E0:201  E1:0    E2:0    E3:0    E4:1    E5:0    E6:0    E7:200  E8:0    E9:1   
0_44_4.wav                | 0    | 0    ✓ | E0:141  E1:122  E2:3    E3:0    E4:0    E5:0    E6:0    E7:0    E8:0    E9:0   
0_32_16.wav               | 0    | 0    ✓ | E0:193  E1:0    E2:0    E3:0    E4:6    E5:0    E6:0    E7:9    E8:0    E9:3   
0_16_20.wav               | 0    | 0    ✓ | E0:146  E1:94   E2:0    E3:1    E4:0    E5:0    E6:0    E7:0    E8:0    E9:4   
0_59_43.wav               | 0    | 0    ✓ | E0:201  E1:0    E2:0    E3:0    E4:3    E5:0    E6:0    E7:154  E8:0    E9:0   
0_13_48.wav               | 0    | 0    ✓ | E0:194  E1:106  E2:0    E3:0    E4:0    E5:0    E6:1    E7:11   E8:0    E9:0   
0_17_5.wav                | 0    | 0    ✓ | E0:151  E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:3    E8:0    E9:0   
0_55_18.wav               | 0    | 7    ✗ | E0:192  E1:1    E2:0    E3:0    E4:0    E5:0    E6:4    E7:200  E8:0    E9:0   
0_21_21.wav               | 0    | 7    ✗ | E0:98   E1:103  E2:2    E3:0    E4:0    E5:0    E6:0    E7:200  E8:0    E9:1   
0_48_5.wav                | 0    | 0    ✓ | E0:202  E1:0    E2:0    E3:0    E4:4    E5:0    E6:0    E7:73   E8:0    E9:0   
0_11_45.wav               | 0    | 0    ✓ | E0:196  E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:1    E8:0    E9:1   
0_29_13.wav               | 0    | 0    ✓ | E0:198  E1:7    E2:2    E3:0    E4:0    E5:0    E6:0    E7:4    E8:0    E9:0   
0_38_0.wav                | 0    | 0    ✓ | E0:196  E1:0    E2:0    E3:0    E4:79   E5:1    E6:0    E7:26   E8:0    E9:2   
0_02_49.wav               | 0    | 7    ✗ | E0:150  E1:16   E2:1    E3:0    E4:0    E5:0    E6:1    E7:198  E8:0    E9:0   
0_48_29.wav               | 0    | 0    ✓ | E0:197  E1:0    E2:0    E3:1    E4:0    E5:0    E6:2    E7:17   E8:0    E9:0   
0_09_12.wav               | 0    | 7    ✗ | E0:151  E1:0    E2:0    E3:0    E4:0    E5:0    E6:1    E7:196  E8:0    E9:0   
0_60_22.wav               | 0    | 0    ✓ | E0:193  E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:153  E8:0    E9:3   
0_53_1.wav                | 0    | 7    ✗ | E0:96   E1:79   E2:0    E3:0    E4:0    E5:0    E6:0    E7:120  E8:0    E9:0   
0_29_39.wav               | 0    | 0    ✓ | E0:152  E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:5    E8:0    E9:84  
0_58_44.wav               | 0    | 7    ✗ | E0:198  E1:86   E2:0    E3:0    E4:4    E5:0    E6:1    E7:201  E8:0    E9:1   
0_12_13.wav               | 0    | 0    ✓ | E0:199  E1:0    E2:0    E3:0    E4:12   E5:0    E6:0    E7:0    E8:0    E9:0   
0_06_38.wav               | 0    | 0    ✓ | E0:200  E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:0    E8:0    E9:3   
0_55_36.wav               | 0    | 0    ✓ | E0:201  E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:201  E8:1    E9:0   
0_54_46.wav               | 0    | 0    ✓ | E0:189  E1:3    E2:0    E3:0    E4:0    E5:0    E6:0    E7:4    E8:0    E9:0   
0_32_8.wav                | 0    | 0    ✓ | E0:200  E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:4    E8:0    E9:0   
0_51_28.wav               | 0    | 0    ✓ | E0:195  E1:1    E2:0    E3:0    E4:2    E5:0    E6:1    E7:1    E8:0    E9:86  
0_59_13.wav               | 0    | 0    ✓ | E0:199  E1:0    E2:0    E3:0    E4:3    E5:0    E6:0    E7:153  E8:2    E9:0   
0_25_18.wav               | 0    | 0    ✓ | E0:158  E1:16   E2:7    E3:3    E4:0    E5:0    E6:4    E7:0    E8:0    E9:0   
0_27_42.wav               | 0    | 7    ✗ | E0:117  E1:0    E2:0    E3:0    E4:1    E5:0    E6:4    E7:200  E8:0    E9:0   
0_32_23.wav               | 0    | 0    ✓ | E0:152  E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:6    E8:0    E9:2   
0_60_39.wav               | 0    | 0    ✓ | E0:250  E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:200  E8:0    E9:2   
0_26_40.wav               | 0    | 6    ✗ | E0:146  E1:0    E2:0    E3:7    E4:5    E5:0    E6:160  E7:3    E8:2    E9:0   
0_03_14.wav               | 0    | 0    ✓ | E0:97   E1:69   E2:3    E3:42   E4:0    E5:0    E6:1    E7:43   E8:0    E9:2   
0_40_10.wav               | 0    | 0    ✓ | E0:193  E1:1    E2:0    E3:5    E4:0    E5:0    E6:0    E7:0    E8:0    E9:0   
0_09_38.wav               | 0    | 7    ✗ | E0:148  E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:199  E8:0    E9:0   
0_16_15.wav               | 0    | 0    ✓ | E0:209  E1:199  E2:1    E3:0    E4:0    E5:0    E6:0    E7:28   E8:0    E9:1   
0_09_28.wav               | 0    | 7    ✗ | E0:171  E1:0    E2:0    E3:0    E4:11   E5:0    E6:0    E7:201  E8:0    E9:1   
0_08_35.wav               | 0    | 0    ✓ | E0:192  E1:12   E2:0    E3:1    E4:0    E5:0    E6:0    E7:8    E8:0    E9:48  
0_57_20.wav               | 0    | 3    ✗ | E0:50   E1:49   E2:0    E3:102  E4:1    E5:0    E6:0    E7:6    E8:0    E9:0   
0_47_9.wav                | 0    | 7    ✗ | E0:197  E1:0    E2:0    E3:0    E4:128  E5:0    E6:1    E7:204  E8:0    E9:1   
0_16_43.wav               | 0    | 0    ✓ | E0:165  E1:0    E2:0    E3:74   E4:0    E5:0    E6:1    E7:1    E8:0    E9:0   
0_49_7.wav                | 0    | 0    ✓ | E0:192  E1:0    E2:0    E3:3    E4:0    E5:0    E6:0    E7:0    E8:0    E9:0   
0_54_44.wav               | 0    | 0    ✓ | E0:196  E1:0    E2:0    E3:0    E4:3    E5:0    E6:0    E7:8    E8:0    E9:0   
0_01_19.wav               | 0    | 7    ✗ | E0:192  E1:12   E2:0    E3:0    E4:0    E5:0    E6:1    E7:200  E8:0    E9:0   
0_57_41.wav               | 0    | 0    ✓ | E0:190  E1:55   E2:0    E3:45   E4:0    E5:0    E6:0    E7:0    E8:3    E9:46  
0_51_12.wav               | 0    | 0    ✓ | E0:197  E1:0    E2:0    E3:0    E4:1    E5:0    E6:1    E7:4    E8:0    E9:4   
0_47_8.wav                | 0    | 7    ✗ | E0:3    E1:0    E2:0    E3:0    E4:14   E5:0    E6:0    E7:170  E8:0    E9:39  
0_07_47.wav               | 0    | 0    ✓ | E0:173  E1:0    E2:0    E3:5    E4:0    E5:0    E6:7    E7:0    E8:1    E9:0   
0_31_26.wav               | 0    | 0    ✓ | E0:167  E1:0    E2:0    E3:0    E4:3    E5:0    E6:9    E7:5    E8:0    E9:0   
0_54_26.wav               | 0    | 1    ✗ | E0:14   E1:42   E2:1    E3:0    E4:0    E5:0    E6:1    E7:9    E8:0    E9:0   
0_52_46.wav               | 0    | 0    ✓ | E0:200  E1:0    E2:0    E3:0    E4:17   E5:0    E6:1    E7:5    E8:0    E9:2   
0_18_45.wav               | 0    | 0    ✓ | E0:195  E1:9    E2:1    E3:101  E4:0    E5:0    E6:0    E7:0    E8:0    E9:3   
0_44_8.wav                | 0    | 0    ✓ | E0:148  E1:108  E2:0    E3:0    E4:0    E5:0    E6:0    E7:4    E8:0    E9:0   
0_08_40.wav               | 0    | 0    ✓ | E0:99   E1:13   E2:2    E3:2    E4:0    E5:0    E6:0    E7:0    E8:0    E9:1   
0_31_30.wav               | 0    | 0    ✓ | E0:200  E1:0    E2:0    E3:0    E4:5    E5:0    E6:2    E7:0    E8:0    E9:0   
0_37_29.wav               | 0    | 0    ✓ | E0:190  E1:1    E2:0    E3:2    E4:0    E5:0    E6:0    E7:43   E8:0    E9:0   
0_04_34.wav               | 0    | 7    ✗ | E0:122  E1:103  E2:3    E3:0    E4:0    E5:0    E6:0    E7:203  E8:0    E9:0   
0_11_35.wav               | 0    | 0    ✓ | E0:197  E1:1    E2:0    E3:0    E4:0    E5:0    E6:0    E7:0    E8:0    E9:0   
0_53_44.wav               | 0    | 0    ✓ | E0:222  E1:50   E2:0    E3:0    E4:1    E5:0    E6:0    E7:154  E8:0    E9:0   
0_44_9.wav                | 0    | 0    ✓ | E0:140  E1:111  E2:1    E3:2    E4:0    E5:0    E6:2    E7:0    E8:0    E9:0   
0_29_2.wav                | 0    | 0    ✓ | E0:244  E1:8    E2:0    E3:0    E4:0    E5:0    E6:0    E7:24   E8:0    E9:0   
0_40_49.wav               | 0    | 0    ✓ | E0:193  E1:0    E2:0    E3:37   E4:0    E5:0    E6:2    E7:0    E8:0    E9:0   
0_37_16.wav               | 0    | 6    ✗ | E0:0    E1:0    E2:1    E3:98   E4:0    E5:0    E6:140  E7:83   E8:2    E9:0   
0_10_16.wav               | 0    | 7    ✗ | E0:188  E1:8    E2:1    E3:0    E4:0    E5:0    E6:0    E7:199  E8:0    E9:1   
0_22_6.wav                | 0    | 0    ✓ | E0:145  E1:0    E2:0    E3:0    E4:0    E5:0    E6:5    E7:0    E8:0    E9:0   
0_57_3.wav                | 0    | 0    ✓ | E0:197  E1:0    E2:0    E3:0    E4:6    E5:0    E6:2    E7:1    E8:0    E9:0   
0_51_49.wav               | 0    | 0    ✓ | E0:148  E1:0    E2:0    E3:0    E4:2    E5:1    E6:0    E7:4    E8:0    E9:0   
0_35_15.wav               | 0    | 0    ✓ | E0:200  E1:0    E2:0    E3:0    E4:0    E5:0    E6:1    E7:17   E8:0    E9:0   
0_31_22.wav               | 0    | 0    ✓ | E0:199  E1:0    E2:0    E3:0    E4:5    E5:0    E6:2    E7:0    E8:0    E9:0   
0_36_31.wav               | 0    | 0    ✓ | E0:192  E1:2    E2:0    E3:1    E4:0    E5:0    E6:1    E7:6    E8:0    E9:0   
0_18_16.wav               | 0    | 7    ✗ | E0:35   E1:197  E2:0    E3:149  E4:0    E5:0    E6:2    E7:200  E8:0    E9:0   
0_53_34.wav               | 0    | 1    ✗ | E0:47   E1:199  E2:1    E3:3    E4:0    E5:0    E6:0    E7:31   E8:0    E9:0   
0_26_31.wav               | 0    | 0    ✓ | E0:91   E1:76   E2:0    E3:0    E4:0    E5:0    E6:2    E7:0    E8:0    E9:0   
0_21_19.wav               | 0    | 0    ✓ | E0:142  E1:73   E2:0    E3:0    E4:0    E5:0    E6:0    E7:99   E8:0    E9:0   
0_25_20.wav               | 0    | 0    ✓ | E0:198  E1:0    E2:0    E3:0    E4:2    E5:0    E6:0    E7:0    E8:0    E9:9   
0_41_36.wav               | 0    | 0    ✓ | E0:199  E1:0    E2:0    E3:0    E4:0    E5:0    E6:1    E7:0    E8:0    E9:30  
0_24_12.wav               | 0    | 0    ✓ | E0:147  E1:0    E2:0    E3:0    E4:2    E5:0    E6:4    E7:1    E8:0    E9:0   
0_47_29.wav               | 0    | 0    ✓ | E0:200  E1:0    E2:0    E3:0    E4:109  E5:0    E6:0    E7:193  E8:0    E9:4   
0_53_23.wav               | 0    | 0    ✓ | E0:192  E1:0    E2:0    E3:0    E4:0    E5:0    E6:0    E7:163  E8:0    E9:0   
0_13_16.wav               | 0    | 0    ✓ | E0:198  E1:12   E2:0    E3:0    E4:0    E5:0    E6:0    E7:3    E8:0    E9:0   
0_20_13.wav               | 0    | 0    ✓ | E0:150  E1:0    E2:0    E3:46   E4:0    E5:0    E6:1    E7:0    E8:0    E9:0   
0_50_28.wav               | 0    | 0    ✓ | E0:200  E1:0    E2:0    E3:0    E4:0    E5:0    E6:2    E7:2    E8:0    E9:3   
0_28_19.wav               | 0    | 7    ✗ | E0:200  E1:0    E2:0    E3:0    E4:4    E5:0    E6:0    E7:203  E8:0    E9:0   
0_29_8.wav                | 0    | 0    ✓ | E0:198  E1:1    E2:1    E3:0    E4:0    E5:0    E6:0    E7:1    E8:0    E9:0   
0_16_2.wav                | 0    | 0    ✓ | E0:191  E1:1    E2:0    E3:29   E4:0    E5:0    E6:0    E7:0    E8:0    E9:0   
0_32_12.wav               | 0    | 0    ✓ | E0:200  E1:0    E2:0    E3:0    E4:5    E5:0    E6:0    E7:9    E8:0    E9:0   
